brand,model,model_year,milage,fuel_type,engine,ext_col,int_col,accident,clean_title,price,Potencia,Capacidade_Motor,Numero_Cilindros,Numero_Valvulas,T2
Audi,Q5 S line Premium Plus,0.9599999999999937,0.03218819461595456,Hybrid,2.0 Liter TFSI,Silver,Black,None reported,No,0.013887820904764533,0.2769686823731166,0.17419354838709677,0.3580809852293541,0.18685491723466408,0.6666666666666665
Jaguar,F-PACE 35t Premium,0.8599999999999994,0.14314645591504074,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Blue,Beige,At least 1 accident or damage reported,Yes,0.008129852717555704,0.28421052631578947,0.3032258064516129,0.3333333333333333,0.18685491723466408,0.7777777777777777
Lincoln,MKX Reserve,0.8399999999999963,0.2170906396641146,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,0.005589273743319547,0.2789473684210526,0.2645161290322581,0.3333333333333333,0.18685491723466408,0.6666666666666665
BMW,M3 Base,0.7399999999999949,0.17825882934057793,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gray,Red,None reported,Yes,0.011161610293477519,0.3621052631578947,0.432258064516129,0.5555555555555556,0.18685491723466408,0.6666666666666665
Cadillac,XLR Base,0.6999999999999957,0.17121017535193875,Gasoline,320.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Red,Beige,None reported,Yes,0.011686663281486325,0.2631578947368421,0.5096774193548387,0.5555555555555556,0.18685491723466408,0.6666666666666665
Audi,RS 7 4.0T Performance Prestige,0.8599999999999994,0.1633736725117313,Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gray,Gray,At least 1 accident or damage reported,Yes,0.019376148976841097,0.5631578947368421,0.432258064516129,0.5555555555555556,0.18685491723466408,0.7777777777777777
Chrysler,200 Limited,0.8599999999999994,0.2482094344282539,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,0.0027099509058519018,0.2769686823731166,0.39330057679982916,0.3580809852293541,0.18685491723466408,0.6666666666666665
Lexus,ES 350 Base,0.9199999999999946,0.03759940726105212,Gasoline,3.5L V6 24V PDI DOHC,Black,Black,At least 1 accident or damage reported,No,0.01062436252639238,0.2769686823731166,0.36774193548387096,0.3333333333333333,0.23076923076923078,0.7777777777777777
Aston,Martin V8 Vantage Base,0.6799999999999997,0.06155840948382317,Gasoline,380.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,White,Black,At least 1 accident or damage reported,Yes,0.012533522939565046,0.32631578947368417,0.47096774193548385,0.5555555555555556,0.18685491723466408,0.5555555555555556
Bentley,Bentayga Activity Edition,0.8799999999999955,0.10101259570264264,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Gray,Gray,None reported,Yes,0.03760056881869513,0.5578947368421052,0.6903225806451613,1.0,0.18685491723466408,0.7777777777777777
Tesla,Model S 85,0.7999999999999972,0.2388244010866881,Eletric,362.0HP Electric Motor Electric Fuel System,Blue,Black,None reported,Yes,0.008959775182472849,0.30736842105263157,0.39330057679982916,0.3580809852293541,0.18685491723466408,0.6666666666666665
Nissan,Juke NISMO RS,0.8399999999999963,0.07557421585576686,Gasoline,215.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Black,Black,At least 1 accident or damage reported,Yes,0.00660550533301401,0.1526315789473684,0.12258064516129032,0.1111111111111111,0.18685491723466408,0.5555555555555556
Ford,Explorer XLT,0.9599999999999937,0.050822425290195115,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Red,Black,None reported,Yes,0.014904729982185458,0.2421052631578947,0.2129032258064516,0.1111111111111111,0.18685491723466408,0.6666666666666665
GMC,Sierra 3500 Denali,0.8999999999999986,0.18026920227216597,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,White,Black,At least 1 accident or damage reported,Yes,0.019139028272579055,0.39473684210526316,0.7677419354838709,0.5555555555555556,0.18685491723466408,0.6666666666666665
Ford,Mustang GT Premium,0.8999999999999986,0.07779698691034824,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Blue,Gray,None reported,Yes,0.01321101066602802,0.4105263157894737,0.5612903225806452,0.5555555555555556,0.18685491723466408,0.5555555555555556
Mercedes-Benz,AMG G 63 Base,0.8799999999999955,0.10101259570264264,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,0.036211718979446035,0.5189473684210526,0.6258064516129033,0.5555555555555556,0.18685491723466408,0.6666666666666665
Volvo,XC70 T6 Platinum,0.759999999999998,0.1701654729562855,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Silver,Black,At least 1 accident or damage reported,Yes,0.004708539698917679,0.2421052631578947,0.3032258064516129,0.3333333333333333,0.18685491723466408,0.6666666666666665
Pontiac,Firebird Trans Am,0.5399999999999991,0.22650530995307483,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Green,Black,None reported,Yes,0.0036753709160616418,0.25263157894736843,0.6516129032258065,0.5555555555555556,0.18685491723466408,0.6666666666666665
Hyundai,Equus Signature,0.7399999999999949,0.3551444801185478,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Gray,Brown,None reported,Yes,0.0026930137126903275,0.32421052631578945,0.5096774193548387,0.5555555555555556,0.18685491723466408,0.5555555555555556
BMW,750 i,0.8200000000000003,0.17436404050382812,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Blue,Black,At least 1 accident or damage reported,Yes,0.007113621127861241,0.39473684210526316,0.4838709677419355,0.5555555555555556,0.18685491723466408,0.7777777777777777
Ford,F-350 Platinum,0.9599999999999937,0.05865645838478637,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Silver,Black,None reported,Yes,0.03311221263087792,0.4263157894736842,0.7806451612903226,0.5555555555555556,0.18685491723466408,1.0
INFINITI,Q60 3.0t Red Sport 400,0.8799999999999955,0.09360335885403803,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Red,White,None reported,Yes,0.010162315896944631,0.34736842105263155,0.3032258064516129,0.3333333333333333,0.18685491723466408,0.6666666666666665
Mercedes-Benz,E-Class E 350,0.7999999999999972,0.13188441590516178,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Brown,None reported,Yes,0.007621736922708473,0.24421052631578943,0.36774193548387096,0.3333333333333333,0.18685491723466408,0.6666666666666665
Mercedes-Benz,GLE 350 Base 4MATIC,0.9199999999999946,0.059293652753766364,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,0.018292168614500337,0.19473684210526315,0.17419354838709677,0.1111111111111111,0.18685491723466408,0.8888888888888888
Volvo,C40 Recharge Pure Electric Twin Ultimate,0.9799999999999969,0.04173870091380588,Eletric,402.0HP Electric Motor Electric Fuel System,Gray,Blue,None reported,Yes,0.0179195503649457,0.3494736842105263,0.39330057679982916,0.3580809852293541,0.18685491723466408,0.6666666666666665
Mazda,CX-30 2.5 S Select Package,0.9599999999999937,0.009641886885650777,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,0.007960480785939961,0.12210526315789473,0.23870967741935484,0.1111111111111111,0.18685491723466408,0.5555555555555556
Toyota,Sequoia Platinum,0.7399999999999949,0.4281452210422327,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,Black,Gray,At least 1 accident or damage reported,Yes,0.004742414085240828,0.3273684210526316,0.6516129032258065,0.5555555555555556,0.18685491723466408,0.5555555555555556
Ford,Explorer XLT,0.8599999999999994,0.3973820696468264,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,0.005250529880088059,0.23157894736842105,0.36774193548387096,0.3333333333333333,0.18685491723466408,0.5555555555555556
Porsche,Boxster Base,0.5,0.1775747098048901,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,Blue,Gray,None reported,Yes,0.003472124598122749,0.1378947368421053,0.23870967741935484,0.3333333333333333,0.18685491723466408,0.4444444444444445
Toyota,Camry Hybrid LE,0.9599999999999937,0.034448011854778963,Hybrid,2.5L I4 16V PDI DOHC Hybrid,Black,Black,None reported,No,0.009484489426618423,0.2769686823731166,0.23870967741935484,0.1111111111111111,0.07692307692307693,0.6666666666666665
Land,Rover Range Rover Sport HSE,0.8999999999999986,0.1603334156581872,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Beige,None reported,Yes,0.013041638734412277,0.28421052631578947,0.3032258064516129,0.3333333333333333,0.18685491723466408,0.6666666666666665
Alfa,Romeo Giulia Quadrifoglio,0.8799999999999955,0.0704964188688565,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Black,Black,None reported,No,0.013380382597643764,0.45789473684210524,0.29032258064516125,0.3333333333333333,0.18685491723466408,0.7777777777777777
Mercedes-Benz,GLS 550 Base 4MATIC,0.8599999999999994,0.2182119041738701,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,White,Beige,None reported,Yes,0.0128719280589333,0.3989473684210526,0.5225806451612903,0.5555555555555556,0.18685491723466408,0.8888888888888888
BMW,X6 xDrive40i,0.9399999999999977,0.17980489009632009,Hybrid,3.0 Liter Turbo,Black Sapphire Metallic,Black,At least 1 accident or damage reported,No,0.0176140034003109,0.2769686823731166,0.3032258064516129,0.3580809852293541,0.18685491723466408,0.6666666666666665
Hyundai,Palisade SEL,0.9399999999999977,0.16781921462089405,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,0.00934933062518906,0.2326315789473684,0.4064516129032258,0.3333333333333333,0.18685491723466408,0.7777777777777777
BMW,M440 i,0.9399999999999977,0.03358854038034083,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Black,Beige,None reported,No,0.01964714406742629,0.32842105263157895,0.3032258064516129,0.3333333333333333,0.18685491723466408,0.7777777777777777
Dodge,Challenger SRT 392,0.8399999999999963,0.09286243516917758,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Black,At least 1 accident or damage reported,Yes,0.012194779076333557,0.2769686823731166,0.39330057679982916,0.3580809852293541,0.18685491723466408,0.7777777777777777
Ford,Utility Police Interceptor Base,0.779999999999994,0.25907631513954066,E85 Flex Fuel,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,White,Black,At least 1 accident or damage reported,Yes,0.0015582217708648436,0.2421052631578947,0.3935483870967742,0.3333333333333333,0.18685491723466408,0.6666666666666665
Ford,F-150 Platinum,0.8200000000000003,0.20968140281551,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,0.009823572033713143,0.31052631578947365,0.36774193548387096,0.3333333333333333,0.18685491723466408,0.5555555555555556
Lexus,RX 450h Base,0.7199999999999989,0.41571252161027417,Hybrid,245.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Black,Beige,At least 1 accident or damage reported,Yes,0.0030148203827602407,0.18421052631578944,0.36774193548387096,0.3333333333333333,0.18685491723466408,0.6666666666666665
Alfa,Romeo Giulia Quadrifoglio,0.9599999999999937,0.004608545319832058,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,Verde,Black,None reported,No,0.025033171492806944,0.2769686823731166,0.29032258064516125,0.3333333333333333,0.23076923076923078,0.7777777777777777
Toyota,FJ Cruiser Base,0.6599999999999966,0.39985181526302793,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,0.007444573882238405,0.17789473684210527,0.432258064516129,0.3333333333333333,0.18685491723466408,0.4444444444444445
Hyundai,Santa Fe Sport 2.0L Turbo,0.8799999999999955,0.11286737466040998,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,At least 1 accident or damage reported,Yes,0.006402259015075118,0.17894736842105263,0.17419354838709677,0.1111111111111111,0.18685491723466408,0.6666666666666665
Chevrolet,Corvette ZR-1,0.6999999999999957,0.04420844653000741,Gasoline,638.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,0.02574453360559307,0.5978947368421053,0.7161290322580646,0.5555555555555556,0.18685491723466408,0.5555555555555556
BMW,330e iPerformance,0.8599999999999994,0.12941467028896025,Plug-In Hybrid,247.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Blue,Black,At least 1 accident or damage reported,Yes,0.007774171661162642,0.1863157894736842,0.17419354838709677,0.1111111111111111,0.18685491723466408,0.6666666666666665
Dodge,Durango GT,0.8599999999999994,0.08581131143492221,Gasoline,295.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Black,At least 1 accident or damage reported,Yes,0.009484828170481656,0.23684210526315785,0.3806451612903226,0.3333333333333333,0.18685491723466408,0.6666666666666665
Cadillac,CT6-V 4.2L Blackwing Twin Turbo,0.8999999999999986,0.01969375154359101,Gasoline,4.2L V8 32V GDI DOHC Twin Turbo,Manhattan Noir Metallic,Jet Black,None reported,No,0.025304166583392133,0.2769686823731166,0.4580645161290323,0.5555555555555556,0.38461538461538464,1.0
Mercedes-Benz,EQS 450+ Base,0.9599999999999937,0.039856754754260315,Eletric,329.0HP Electric Motor Electric Fuel System,White,Beige,None reported,Yes,0.020486890104377146,0.2726315789473684,0.39330057679982916,0.3580809852293541,0.18685491723466408,0.0
MINI,Hardtop Cooper S,0.8399999999999963,0.10613237836502841,Gasoline,2.0L I4 16V GDI DOHC Turbo,Volcanic Orange,Carbon Black,None reported,No,0.005419563067840571,0.2769686823731166,0.17419354838709677,0.1111111111111111,0.07692307692307693,0.5555555555555556
BMW,X4 M40i,0.9799999999999969,0.020745863176092862,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Gray,Beige,None reported,Yes,0.02232322058695504,0.32842105263157895,0.3032258064516129,0.3333333333333333,0.18685491723466408,0.6666666666666665
Toyota,Corolla Hybrid LE,0.9599999999999937,0.10955544578908373,Hybrid,121.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,Silver,Gray,None reported,Yes,0.0070949902153835094,0.05368421052631579,0.14838709677419354,0.1111111111111111,0.18685491723466408,0.6666666666666665
Chevrolet,Malibu 1LT,0.6999999999999957,0.3430476660903927,Gasoline,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,0.0007452364991092729,0.10421052631578949,0.2258064516129032,0.1111111111111111,0.18685491723466408,0.6666666666666665
Cadillac,Escalade Platinum,0.8999999999999986,0.22696962212892072,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,0.01690331877525124,0.3684210526315789,0.7161290322580646,0.5555555555555556,0.18685491723466408,0.6666666666666665
Dodge,Ram 1500 Laramie,0.5999999999999943,0.34850333415658186,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,0.0012533522939565046,0.2894736842105263,0.6516129032258065,0.5555555555555556,0.18685491723466408,0.6666666666666665
Mercedes-Benz,E-Class E 350,0.9399999999999977,0.1796394171400346,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Beige,None reported,Yes,0.01321101066602802,0.19473684210526315,0.17419354838709677,0.1111111111111111,0.18685491723466408,0.8888888888888888
Acura,MDX Touring,0.5799999999999983,0.4072610521116325,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Silver,Black,At least 1 accident or damage reported,Yes,0.0006774877264629754,0.2,0.36774193548387096,0.3333333333333333,0.18685491723466408,0.6666666666666665
Land,Rover Range Rover Sport HSE,0.8999999999999986,0.10348234131884416,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,0.015917574133247608,0.28421052631578947,0.3032258064516129,0.3333333333333333,0.18685491723466408,0.6666666666666665
Chevrolet,Corvette Stingray w/2LT,0.9599999999999937,0.019264015806371944,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Red,None reported,Yes,0.03065631962244964,0.44210526315789467,0.7161290322580646,0.5555555555555556,0.18685491723466408,0.7777777777777777
Mercedes-Benz,GL-Class GL 450 4MATIC,0.759999999999998,0.4294887626574463,Gasoline,335.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Black,Black,At least 1 accident or damage reported,Yes,0.0033870998884516453,0.2789473684210526,0.5096774193548387,0.5555555555555556,0.18685491723466408,0.6666666666666665
Audi,TT 2.0T,0.8799999999999955,0.10508767596937515,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,0.010158928458312316,0.15789473684210525,0.17419354838709677,0.1111111111111111,0.18685491723466408,0.6666666666666665
Chevrolet,Corvette Grand Sport,0.779999999999994,0.03803408248950359,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Blue,None reported,Yes,0.014565986118953971,0.3789473684210526,0.7161290322580646,0.5555555555555556,0.18685491723466408,0.6666666666666665
BMW,X5 xDrive35i,0.779999999999994,0.17201778216843666,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,White,Brown,At least 1 accident or damage reported,Yes,0.0047420753413775964,0.2421052631578947,0.3032258064516129,0.3333333333333333,0.18685491723466408,0.7777777777777777
Lexus,LS 460 L,0.6599999999999966,0.31583106939985184,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Blue,Beige,None reported,Yes,0.0027096121619886704,0.32631578947368417,0.5096774193548387,0.5555555555555556,0.18685491723466408,0.7777777777777777
GMC,Acadia SLT-2,0.779999999999994,0.28377377130155595,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Brown,None reported,Yes,0.004064926358777852,0.22947368421052627,0.3806451612903226,0.3333333333333333,0.18685491723466408,0.5555555555555556
Tesla,Model X 75D,0.8399999999999963,0.12817979748085948,Eletric,518.0HP Electric Motor Electric Fuel System,Black,Beige,None reported,Yes,0.016937193161574386,0.471578947368421,0.39330057679982916,0.3580809852293541,0.18685491723466408,0.6666666666666665
GMC,Yukon Denali,0.8399999999999963,0.26586811558409484,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,0.011347919418254838,0.3684210526315789,0.7161290322580646,0.5555555555555556,0.18685491723466408,0.7777777777777777
Lexus,LS 460 Base,0.759999999999998,0.4937021486786861,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,White,Beige,At least 1 accident or damage reported,Yes,0.0027082571865357443,0.32631578947368417,0.5096774193548387,0.5555555555555556,0.18685491723466408,0.6666666666666665
RAM,1500 Big Horn,0.9399999999999977,0.12221042232650038,Gasoline,5.7L V8 16V MPFI OHV,Billet Silver Metallic Clearcoat,Black,None reported,No,0.013826169521656401,0.2769686823731166,0.6516129032258065,0.5555555555555556,0.07692307692307693,0.7777777777777777
Jeep,Grand Cherokee Summit,0.9199999999999946,0.07717708076068165,Gasoline,5.7L V8 16V MPFI OHV,Granite Crystal Clearcoat Metallic,Black,None reported,No,0.01265750319350777,0.2769686823731166,0.6516129032258065,0.5555555555555556,0.07692307692307693,0.7777777777777777
Lexus,LX 570 Base,0.8399999999999963,0.08287231415164238,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,White,Brown,None reported,Yes,0.020629501270797605,0.3294736842105263,0.6516129032258065,0.5555555555555556,0.18685491723466408,0.7777777777777777
GMC,Yukon Denali,0.9399999999999977,0.07389972832798222,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Blue,Black,At least 1 accident or damage reported,Yes,0.02455893008428286,0.3684210526315789,0.7161290322580646,0.5555555555555556,0.18685491723466408,0.6666666666666665
BMW,M4 Base,0.9199999999999946,0.07717955050629785,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gray,Orange,None reported,Yes,0.020477066532343432,0.3736842105263158,0.3032258064516129,0.3333333333333333,0.18685491723466408,0.6666666666666665
Ford,E350 Super Duty XLT,0.759999999999998,0.40232156087922943,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,White,Gray,None reported,Yes,0.005944954799712609,0.19473684210526315,0.6129032258064516,0.5555555555555556,0.18685491723466408,0.6666666666666665
Toyota,Highlander Hybrid Limited Platinum,0.8599999999999994,0.08384539392442579,Hybrid,3.5L V6 24V PDI DOHC Hybrid,Shoreline Blue Pearl,Ash,None reported,No,0.012194440332470326,0.2769686823731166,0.36774193548387096,0.3333333333333333,0.23076923076923078,0.6666666666666665
Lamborghini,Gallardo SE,0.6399999999999935,0.04791306495430971,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Green,Yellow,None reported,Yes,0.04302047063039894,0.4452631578947368,0.5612903225806452,0.7777777777777779,0.18685491723466408,0.5555555555555556
GMC,Yukon SLT,0.8200000000000003,0.3524129414670289,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,White,Brown,None reported,Yes,0.00711328238399801,0.3,0.6,0.5555555555555556,0.18685491723466408,0.5555555555555556
Buick,Enclave Premium,0.9199999999999946,0.21599160286490493,Gasoline,3.6L V6 24V GDI DOHC,Dark Moon Blue Metallic,Dark Galvanized,At least 1 accident or damage reported,Yes,0.01004375554481361,0.2769686823731166,0.3806451612903226,0.3333333333333333,0.23076923076923078,0.8888888888888888
BMW,540 i,0.8599999999999994,0.24302296863423067,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,0.007621736922708473,0.2789473684210526,0.3032258064516129,0.3333333333333333,0.18685491723466408,0.7777777777777777
Toyota,Tundra SR,0.8799999999999955,0.18251420103729316,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,Beige,Black,At least 1 accident or damage reported,Yes,0.012194779076333557,0.3273684210526316,0.6516129032258065,0.5555555555555556,0.18685491723466408,0.5555555555555556
BMW,X6 M Base,0.8599999999999994,0.06149666584341813,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,White,Red,At least 1 accident or damage reported,Yes,0.02134086338358373,0.523157894736842,0.4838709677419355,0.5555555555555556,0.18685491723466408,0.6666666666666665
Ford,Mustang GT,0.6799999999999997,0.1590516176833786,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Black,Red,At least 1 accident or damage reported,Yes,0.004742414085240828,0.2421052631578947,0.5096774193548387,0.5555555555555556,0.18685491723466408,0.4444444444444445
Jeep,Wrangler Sport,0.7199999999999989,0.21523833045196344,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Blue,Black,None reported,Yes,0.005589273743319547,0.13894736842105265,0.4064516129032258,0.3333333333333333,0.18685491723466408,0.5555555555555556
Mercedes-Benz,AMG C 63 Base,0.9199999999999946,0.08260805137070883,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Silver,Black,None reported,Yes,0.01896931759710008,0.42,0.432258064516129,0.5555555555555556,0.18685491723466408,0.8888888888888888
GMC,Yukon SLT,0.8200000000000003,0.23314398616942456,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,White,Beige,At least 1 accident or damage reported,Yes,0.009484828170481656,0.3,0.6,0.5555555555555556,0.18685491723466408,0.6666666666666665
Audi,e-tron Premium,0.9399999999999977,0.04428500864410966,Eletric,Electric,Navarra Blue Metallic,Black,None reported,No,0.012736430513640706,0.2769686823731166,0.39330057679982916,0.3580809852293541,0.18685491723466408,0.0
Mercedes-Benz,C-Class C 300 Luxury,0.8200000000000003,0.25166707829093604,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,0.005081157948472316,0.18,0.17419354838709677,0.1111111111111111,0.18685491723466408,0.6666666666666665
Land,Rover Range Rover Sport Supercharged HSE,0.8399999999999963,0.1227438873795999,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Brown,Brown,None reported,Yes,0.012025407144717814,0.28421052631578947,0.3032258064516129,0.3333333333333333,0.18685491723466408,0.6666666666666665
Chevrolet,Corvette Stingray w/3LT,0.9799999999999969,0.010125957026426277,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,0.032519410870222816,0.44210526315789467,0.7161290322580646,0.5555555555555556,0.18685491723466408,0.6666666666666665
Ford,Transit Connect XLT,0.8200000000000003,0.27636453445295134,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,White,Black,At least 1 accident or damage reported,Yes,0.004234298290393596,0.10421052631578949,0.23870967741935484,0.1111111111111111,0.18685491723466408,0.6666666666666665
Subaru,Impreza 2.0i,0.8799999999999955,0.22943936774512225,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,At least 1 accident or damage reported,Yes,0.004742414085240828,0.08631578947368422,0.17419354838709677,0.1111111111111111,0.18685491723466408,0.6666666666666665
Cadillac,CT4 Luxury,0.9199999999999946,0.08668807112867376,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,Black,None reported,Yes,0.008976712375634424,0.17578947368421055,0.17419354838709677,0.1111111111111111,0.18685491723466408,0.7777777777777777
Audi,S4 3.0T Premium Plus,0.8799999999999955,0.06520128426772043,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gray,Black,At least 1 accident or damage reported,Yes,0.012194779076333557,0.29894736842105263,0.3032258064516129,0.3333333333333333,0.18685491723466408,0.7777777777777777
Cadillac,Escalade EXT Base,0.6999999999999957,0.3825635959496172,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Red,Beige,At least 1 accident or damage reported,Yes,0.005047283562149166,0.3505263157894737,0.7161290322580646,0.5555555555555556,0.18685491723466408,0.5555555555555556
Porsche,718 Boxster GTS,0.8999999999999986,0.02543837984687577,Gasoline,365.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,0.03311221263087792,0.31052631578947365,0.23870967741935484,0.1111111111111111,0.18685491723466408,0.6666666666666665
Mercedes-Benz,Sprinter 2500,0.8399999999999963,0.3536428747838973,Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,White,Black,None reported,Yes,0.010667044253159548,0.09578947368421052,0.18709677419354842,0.1111111111111111,0.18685491723466408,0.6666666666666665
Chevrolet,Suburban LT,0.8599999999999994,0.4822449987651272,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Black,Black,At least 1 accident or damage reported,Yes,0.008129852717555704,0.3,0.6,0.5555555555555556,0.18685491723466408,0.6666666666666665
Ford,Mustang EcoBoost Premium,0.8599999999999994,0.22042973573721908,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,White,Black,At least 1 accident or damage reported,Yes,0.00643240721890272,0.25263157894736843,0.2129032258064516,0.1111111111111111,0.18685491723466408,0.5555555555555556
Dodge,Challenger SRT8,0.6799999999999997,0.621224993825636,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,Silver,Black,None reported,Yes,0.0028793228374676457,0.3736842105263158,0.7032258064516128,0.5555555555555556,0.18685491723466408,0.6666666666666665
