brand,model,model_year,milage,fuel_type,engine,ext_col,int_col,accident,clean_title,price,Potencia,Capacidade_Motor,Numero_Cilindros,Numero_Valvulas,T2
Chevrolet,Colorado LT Crew Cab,2009,139000,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,14500,300.0,5.3,8.0,21.71645569620253,7.0
Kia,EV6 Wind,2022,11945,Eletric,111.2Ah / FR 70kW / RR 160kW (697V),Glacier,Black,None reported,No,38998,333.1202482544608,3.698079470198676,6.222728867064188,21.71645569620253,7.0
Volvo,XC40 T5 Momentum,2020,56536,Gasoline,2.0L I4 16V GDI DOHC Turbo,White,Charcoal,None reported,No,26599,333.1202482544608,2.0,4.0,16.0,8.0
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,28755,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,61350,385.0,3.0,6.0,21.71645569620253,9.0
Kia,Telluride S,2023,6423,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,42500,291.0,3.8,6.0,21.71645569620253,7.0
BMW,ALPINA B7 Base,2015,86000,Gasoline,540.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Black,White,At least 1 accident or damage reported,Yes,29000,540.0,4.4,8.0,21.71645569620253,8.0
Ferrari,GTC4Lusso T,2019,8870,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,Nero Daytona,Black,None reported,Yes,215000,333.1202482544608,3.9,8.0,32.0,7.0
Land,Rover Range Rover Sport Supercharged Dynamic,2018,58100,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Red,Black,None reported,Yes,53499,518.0,5.0,8.0,21.71645569620253,8.0
Maserati,GranTurismo MC,2018,18000,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Red,Black,None reported,Yes,67000,454.0,4.7,8.0,21.71645569620253,7.0
Dodge,Ram 2500 SLT Quad Cab,2003,114000,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,White,Beige,At least 1 accident or damage reported,Yes,10700,345.0,5.7,8.0,21.71645569620253,5.0
Kia,Sorento SXL,2019,43850,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Black,Black,At least 1 accident or damage reported,Yes,30000,290.0,3.3,6.0,21.71645569620253,8.0
Audi,RS Q8 4.0T quattro,2022,11322,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Daytona Gray Pearl Effect,Black / Express Red,None reported,No,119900,333.1202482544608,4.0,8.0,32.0,8.0
Genesis,G70 2.0T,2023,4785,Gasoline,2.0L I4 16V GDI DOHC Turbo,Vik Black,Obsidian Black,None reported,Yes,42850,333.1202482544608,2.0,4.0,16.0,7.0
Lamborghini,Gallardo Base,2007,38800,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Orange,Orange,None reported,Yes,100000,493.0,5.0,10.0,21.71645569620253,7.0
Ford,Ranger XLT,2021,89000,Gasoline,270.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,34000,270.0,2.3,4.0,21.71645569620253,10.0
BMW,X5 PHEV xDrive45e,2022,31850,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,White,Black,None reported,Yes,60500,389.0,3.0,6.0,21.71645569620253,7.0
Lincoln,Continental Reserve,2017,56846,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,White,Beige,None reported,Yes,29000,335.0,2.7,6.0,21.71645569620253,7.0
Lexus,LC 500 Base,2021,915,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Blue,White,None reported,Yes,159000,471.0,5.0,8.0,21.71645569620253,10.0
Chevrolet,Corvette Base,1998,152195,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,9900,340.0,5.7,8.0,21.71645569620253,7.0
Cadillac,CTS Base,2005,94100,Gasoline,255.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Beige,None reported,Yes,6099,255.0,3.6,6.0,21.71645569620253,6.0
Chevrolet,Suburban Premier,2019,105667,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Black,Beige,None reported,Yes,39000,355.0,5.3,8.0,21.71645569620253,6.0
Mercedes-Benz,GL-Class GL 550 4MATIC,2015,130000,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Blue,Black,None reported,Yes,24500,429.0,4.7,8.0,21.71645569620253,7.0
Pontiac,Firebird Base,2001,111000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,White,Gray,None reported,Yes,11000,200.0,3.8,6.0,21.71645569620253,7.0
Nissan,370Z Touring,2009,37500,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Silver,Orange,None reported,Yes,21500,332.0,3.7,6.0,21.71645569620253,6.0
Chrysler,300 Touring,2005,119000,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Blue,Beige,None reported,Yes,3500,250.0,3.5,6.0,21.71645569620253,7.0
Hyundai,Sonata Hybrid Limited,2022,30565,Hybrid,192.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,Gray,Black,None reported,Yes,29000,192.0,2.0,4.0,21.71645569620253,7.0
Ford,F-350 King Ranch,2015,92421,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,White,Brown,None reported,Yes,51900,440.0,6.7,8.0,21.71645569620253,6.0
Chevrolet,Camaro 2SS,2018,42780,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Black,At least 1 accident or damage reported,Yes,41100,455.0,6.2,8.0,21.71645569620253,7.0
Lincoln,MKX Base,2010,156000,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,At least 1 accident or damage reported,Yes,5900,265.0,3.5,6.0,21.71645569620253,6.0
Lexus,LS 430 Base,2006,170000,Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Silver,Gray,None reported,Yes,7500,278.0,4.3,8.0,21.71645569620253,7.0
Genesis,GV70 3.5T Sport,2023,5400,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Green,Beige,None reported,No,60000,375.0,3.5,6.0,21.71645569620253,8.0
Acura,TSX Technology,2011,187883,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Red,Beige,None reported,Yes,5500,201.0,2.4,4.0,21.71645569620253,7.0
Hyundai,Genesis Coupe 3.8 Base,2016,45303,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,20999,348.0,3.8,6.0,21.71645569620253,8.0
Lexus,RX 350 F Sport,2016,81400,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Red,At least 1 accident or damage reported,Yes,26000,295.0,3.5,6.0,21.71645569620253,8.0
Jeep,Wrangler Unlimited Sport,2016,67499,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Beige,Black,None reported,Yes,27500,285.0,3.6,6.0,21.71645569620253,6.0
Honda,Odyssey Elite,2019,82000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Silver,Black,None reported,Yes,32471,280.0,3.5,6.0,21.71645569620253,10.0
Kia,Telluride SX,2022,26716,Gasoline,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",Dark Moss,Black,None reported,No,47541,333.1202482544608,3.8,6.222728867064188,21.71645569620253,7.0
Mercedes-Benz,CLS-Class CLS 550,2012,79000,Gasoline,402.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,19999,402.0,4.6,8.0,21.71645569620253,7.0
Alfa,Romeo Stelvio Quadrifoglio,2019,26500,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,53900,505.0,2.9,6.0,21.71645569620253,8.0
Ford,Excursion Limited,2004,76163,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,Gold,Gold,None reported,Yes,20500,325.0,6.0,8.0,21.71645569620253,5.0
Alfa,Romeo Giulia Base,2020,30000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,28900,280.0,2.0,4.0,21.71645569620253,8.0
Nissan,Frontier SV,2013,67000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Blue,Gray,None reported,Yes,15500,261.0,4.0,6.0,21.71645569620253,5.0
Volkswagen,Tiguan 2.0T SE,2022,11000,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,White,None reported,Yes,27900,184.0,2.0,4.0,21.71645569620253,7.0
Ford,Bronco Outer Banks Advanced,2023,3400,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Gray,Gray,None reported,Yes,57000,275.0,2.3,4.0,21.71645569620253,10.0
Lexus,ES 350 Base,2010,113500,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Red,Beige,At least 1 accident or damage reported,Yes,11000,272.0,3.5,6.0,21.71645569620253,7.0
BMW,X1 sDrive28i,2022,43000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,35750,228.0,2.0,4.0,21.71645569620253,8.0
Audi,Q7 45 Premium Plus,2021,68000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,Black,None reported,Yes,36499,248.0,2.0,4.0,21.71645569620253,8.0
Nissan,370Z Base,2013,106700,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Red,Black,None reported,Yes,17500,332.0,3.7,6.0,21.71645569620253,6.0
Porsche,Taycan Base,2022,9728,Eletric,375.0HP Electric Motor Electric Fuel System,White,Beige,None reported,Yes,89000,375.0,3.698079470198676,6.222728867064188,21.71645569620253,7.0
Porsche,Cayenne Turbo,2017,70800,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,52999,520.0,4.8,8.0,21.71645569620253,7.0
Rivian,R1S Adventure Package,2023,5700,Eletric,835.0HP Electric Motor Electric Fuel System,Gray,White,None reported,Yes,95000,835.0,3.698079470198676,6.222728867064188,21.71645569620253,1.0
Audi,Q4 e-tron Sportback Premium,2023,1156,Eletric,295.0HP Electric Motor Electric Fuel System,Blue,Black,None reported,Yes,54900,295.0,3.698079470198676,6.222728867064188,21.71645569620253,7.0
Tesla,Model 3,2018,26609,Eletric,Electric,Gray,Black,None reported,No,36998,333.1202482544608,3.698079470198676,6.222728867064188,21.71645569620253,7.0
Lexus,GX 460 Premium,2017,116300,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Gray,Beige,None reported,Yes,31950,301.0,4.6,8.0,21.71645569620253,6.0
Kia,Niro EX,2023,7578,Hybrid,1.6L I4 16V GDI DOHC Hybrid,Snow White Pearl,Charcoal,None reported,No,31113,333.1202482544608,1.6,4.0,16.0,7.0
BMW,750 i,2009,74600,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,White,Brown,None reported,Yes,15000,400.0,4.4,8.0,21.71645569620253,7.0
Dodge,Ram 2500 SLT Mega Cab,2007,97724,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Red,Gray,None reported,Yes,19998,350.0,6.7,6.0,21.71645569620253,7.0
Cadillac,ATS 2.5L,2013,63172,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Black,Black,At least 1 accident or damage reported,Yes,12995,202.0,2.5,4.0,21.71645569620253,7.0
Mercedes-Benz,E-Class E 350 4MATIC,2010,86121,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,13600,268.0,3.5,6.0,21.71645569620253,7.0
BMW,540 i xDrive,2019,21000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Blue,Black,At least 1 accident or damage reported,Yes,42000,335.0,3.0,6.0,21.71645569620253,7.0
Ford,C-Max Energi SE,2017,67482,Plug-In Hybrid,188.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Gray,Black,At least 1 accident or damage reported,Yes,11499,188.0,2.0,4.0,21.71645569620253,7.0
Lexus,RX 450h Base,2012,239000,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Black,Black,None reported,Yes,7000,295.0,3.5,6.0,21.71645569620253,7.0
Porsche,911 GT3,2015,23700,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,144940,475.0,3.8,6.0,21.71645569620253,7.0
GMC,Sierra 1500 SLT,2016,99500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,27995,355.0,5.3,8.0,21.71645569620253,8.0
MINI,Cooper S Clubman Base,2009,137600,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Gold,Black,None reported,Yes,6880,172.0,1.6,4.0,21.71645569620253,6.0
Tesla,Model 3 Mid Range,2018,32000,Eletric,271.0HP Electric Motor Electric Fuel System,Black,Black,None reported,Yes,29999,271.0,3.698079470198676,6.222728867064188,21.71645569620253,7.0
Pontiac,Firebird Trans Am,2001,64000,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Blue,Beige,None reported,Yes,21000,310.0,5.7,8.0,21.71645569620253,6.0
Ford,F-150 XLT,2019,81778,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Black,Medium Earth Gray,None reported,Yes,32769,333.1202482544608,3.5,6.0,24.0,7.0
Nissan,NV200 SV,2017,16700,Gasoline,131.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,26500,131.0,2.0,4.0,21.71645569620253,7.0
Chevrolet,Corvette Stingray w/3LT,2021,12000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Blue,Black,At least 1 accident or damage reported,Yes,99900,490.0,6.2,8.0,21.71645569620253,7.0
Jeep,Wrangler Unlimited Sport S,2018,17000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,38500,285.0,3.6,6.0,21.71645569620253,7.0
Mercedes-Benz,E-Class E 350 4MATIC,2010,67800,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,13999,268.0,3.5,6.0,21.71645569620253,7.0
Mercedes-Benz,GLC 300 GLC 300,2022,1408,Gasoline,2.0 Liter Turbo,Lunar Blue Metallic,Black,None reported,No,46798,333.1202482544608,2.0,6.222728867064188,21.71645569620253,7.0
GMC,Acadia SLT-1,2016,119000,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gold,Brown,None reported,Yes,12500,281.0,3.6,6.0,21.71645569620253,7.0
Porsche,Panamera 4 Edition,2016,68000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gray,Black,At least 1 accident or damage reported,Yes,32950,310.0,3.6,6.0,21.71645569620253,7.0
BMW,330 i xDrive,2018,74381,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Brown,At least 1 accident or damage reported,Yes,22995,248.0,2.0,4.0,21.71645569620253,8.0
Chevrolet,Traverse RS,2023,6000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,48500,310.0,3.6,6.0,21.71645569620253,9.0
Mercedes-Benz,G-Class G 550 4MATIC,2019,32376,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,128000,416.0,4.0,8.0,21.71645569620253,7.0
Mitsubishi,Outlander Sport ES,2015,98385,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Silver,Black,At least 1 accident or damage reported,Yes,10500,166.0,2.4,4.0,21.71645569620253,7.0
Ford,Mustang GT Premium,2011,74500,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,22000,412.0,5.0,8.0,21.71645569620253,6.0
Genesis,G80 3.8,2017,29720,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Brown,Beige,None reported,Yes,29500,311.0,3.8,6.0,21.71645569620253,8.0
Bentley,Continental GT W12,2017,14684,Gasoline,582.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,White,White,None reported,Yes,130000,582.0,6.0,12.0,21.71645569620253,8.0
INFINITI,QX80 Luxe,2022,49860,Gasoline,5.6L V8 32V GDI DOHC,Black Obsidian,Graphite,At least 1 accident or damage reported,Yes,47645,333.1202482544608,5.6,8.0,32.0,7.0
Mercedes-Benz,GLK-Class GLK 350,2014,186000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Beige,At least 1 accident or damage reported,Yes,10000,302.0,3.5,6.0,21.71645569620253,7.0
Toyota,Sequoia Limited,2005,86000,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Silver,Black,None reported,Yes,22500,282.0,4.7,8.0,21.71645569620253,7.0
Lotus,Evora 400 Base,2017,19650,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Silver,Red,None reported,Yes,69250,400.0,3.5,6.0,21.71645569620253,6.0
Mitsubishi,Eclipse GS,2008,189500,Gasoline,162.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Red,Black,None reported,Yes,6000,162.0,2.4,4.0,21.71645569620253,5.0
BMW,428 i,2014,71000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,At least 1 accident or damage reported,Yes,16700,240.0,2.0,4.0,21.71645569620253,7.0
Toyota,Sequoia Limited,2006,190656,Gasoline,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Black,Gray,At least 1 accident or damage reported,Yes,8900,273.0,4.7,8.0,21.71645569620253,7.0
Acura,RDX Base,2018,68425,Gasoline,279.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Black,At least 1 accident or damage reported,Yes,23500,279.0,3.5,6.0,21.71645569620253,6.0
Audi,e-tron Prestige,2019,7874,Eletric,Electric,Typhoon Gray Metallic,Pearl Beige,None reported,No,38999,333.1202482544608,3.698079470198676,6.222728867064188,21.71645569620253,1.0
Ford,F-250 XLT,2010,52246,Diesel,6.4L V8 32V DDI OHV Twin Turbo Diesel,Tan,Medium Stone,None reported,Yes,26095,333.1202482544608,6.4,8.0,32.0,6.0
Porsche,911 Carrera C2S,2005,104000,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Silver,Black,None reported,Yes,44800,355.0,3.8,6.0,21.71645569620253,6.0
Bentley,Bentayga Azure First Edition,2023,1335,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Onyx,Portland,None reported,Yes,272950,333.1202482544608,4.0,8.0,32.0,8.0
Chevrolet,Corvette Base,2007,4048,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Yellow,Gray,None reported,Yes,38000,400.0,6.0,8.0,21.71645569620253,6.0
Maserati,Grecale Modena,2023,2200,Hybrid,325.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Black,Red,None reported,Yes,75000,325.0,2.0,4.0,21.71645569620253,7.0
Ford,Expedition Max XLT,2020,67072,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Purple,Black,None reported,Yes,38500,375.0,3.5,6.0,21.71645569620253,7.0
BMW,X6 sDrive35i,2016,70582,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,White,At least 1 accident or damage reported,Yes,35000,300.0,3.0,6.0,21.71645569620253,8.0
Bentley,Bentayga V8,2021,24500,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,White,White,None reported,Yes,165000,542.0,4.0,8.0,21.71645569620253,8.0
Nissan,Juke SV,2011,137483,Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,White,Gray,None reported,Yes,3200,188.0,1.6,4.0,21.71645569620253,7.0
Cadillac,Escalade ESV Platinum Edition,2013,119000,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Black,Black,None reported,No,20500,403.0,6.2,8.0,21.71645569620253,7.0
Toyota,4Runner Limited,2019,48156,Gasoline,4.0L V6 24V MPFI DOHC,Midnight Black Metallic,Sand Beige,None reported,No,40368,333.1202482544608,4.0,6.0,24.0,5.0
BMW,440 Gran Coupe i,2018,39300,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,White,Beige,At least 1 accident or damage reported,Yes,31750,320.0,3.0,6.0,21.71645569620253,8.0
Mercedes-Benz,C-Class C 63 AMG,2014,42000,Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,45000,451.0,6.2,8.0,21.71645569620253,7.0
Ford,Fusion Hybrid Titanium,2014,112180,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,White,Charcoal Black,None reported,No,12599,333.1202482544608,2.0,4.0,16.0,7.0
Chevrolet,Silverado 1500 Limited Custom,2022,30455,Gasoline,2.7 Liter DOHC Turbo,Summit White,Jet Black,None reported,No,37698,333.1202482544608,2.7,6.222728867064188,21.71645569620253,7.0
Mazda,CX-9 Grand Touring,2010,155000,Gasoline,273.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Silver,Black,None reported,Yes,8300,273.0,3.7,6.0,21.71645569620253,6.0
Hyundai,Santa Fe SEL Plus 2.4,2019,49500,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Silver,Gray,None reported,Yes,28000,185.0,2.4,4.0,21.71645569620253,8.0
Porsche,911 Carrera,2005,46200,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Silver,Black,None reported,Yes,49999,325.0,3.6,6.0,21.71645569620253,6.0
Land,Rover Range Rover P400 SE SWB,2023,11700,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Gray,White,None reported,Yes,133500,395.0,3.0,6.0,21.71645569620253,7.0
Ford,Explorer sport,2019,90067,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,Black,Ebony Black,None reported,No,28590,333.1202482544608,3.5,6.0,24.0,6.0
Tesla,Model S 85D,2015,67647,Eletric,422.0HP Electric Motor Electric Fuel System,Blue,Beige,None reported,Yes,28000,422.0,3.698079470198676,6.222728867064188,21.71645569620253,1.0
Tesla,Model S Long Range,2021,35315,Eletric,670.0HP Electric Motor Electric Fuel System,White,Black,None reported,Yes,66900,670.0,3.698079470198676,6.222728867064188,21.71645569620253,1.0
Rivian,R1S Adventure Package,2023,2800,Eletric,835.0HP Electric Motor Electric Fuel System,White,Green,None reported,Yes,92000,835.0,3.698079470198676,6.222728867064188,21.71645569620253,1.0
Jeep,Wrangler Sport,2016,41000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Black,None reported,Yes,25000,285.0,3.6,6.0,21.71645569620253,5.0
Porsche,Macan S,2016,46200,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gray,Gray,At least 1 accident or damage reported,Yes,41500,340.0,3.0,6.0,21.71645569620253,7.0
Nissan,Rogue SL,2016,97726,Gasoline,"2.5L I-4 DOHC, variable valve control, regular unleaded, engine",Gun Metallic,Charcoal,At least 1 accident or damage reported,No,15998,333.1202482544608,2.5,4.0,21.71645569620253,7.0
Mercedes-Benz,G-Class G 550 4MATIC,2017,23151,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gray,Black,None reported,Yes,84500,416.0,4.0,8.0,21.71645569620253,7.0
MINI,Cooper S Base,2007,45000,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Yellow,Black,None reported,Yes,7900,172.0,1.6,4.0,21.71645569620253,6.0
Toyota,Tacoma PreRunner,2013,65000,Gasoline,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,Silver,Gray,None reported,Yes,20500,159.0,2.7,4.0,21.71645569620253,7.0
Chevrolet,S-10 LS,2000,133510,E85 Flex Fuel,120.0HP 2.2L 4 Cylinder Engine Flex Fuel Capability,Blue,Black,None reported,Yes,4500,120.0,2.2,4.0,21.71645569620253,7.0
Acura,RDX w/A-Spec Package,2023,3959,Gasoline,2.0 Liter DOHC Turbo,White,Black,None reported,No,48998,333.1202482544608,2.0,6.222728867064188,21.71645569620253,7.0
Jaguar,XK Base,2013,55700,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,None reported,Yes,27200,385.0,5.0,8.0,21.71645569620253,6.0
Audi,TT 1.8T,2004,79500,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Silver,Black,None reported,Yes,12000,180.0,1.8,4.0,21.71645569620253,7.0
Volkswagen,Jetta 1.4T R-Line,2019,55234,Gasoline,1.4L I4 16V GDI DOHC Turbo,Platinum Gray Metallic,Black / Gray,None reported,No,19290,333.1202482544608,1.4,4.0,16.0,8.0
Audi,A7 55 Premium Plus,2022,15000,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Gray,Black,None reported,Yes,63000,335.0,3.0,6.0,21.71645569620253,7.0
Lexus,RC 350 Base,2015,73800,Gasoline,3.5L V6 24V PDI DOHC,Black,Black,None reported,No,26999,333.1202482544608,3.5,6.0,24.0,6.0
BMW,X5 xDrive50i,2011,110000,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,White,Blue,At least 1 accident or damage reported,Yes,12000,400.0,4.4,8.0,21.71645569620253,7.0
Subaru,BRZ Limited,2013,129858,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,At least 1 accident or damage reported,Yes,13490,200.0,2.0,4.0,21.71645569620253,6.0
Porsche,Cayman Base,2014,52000,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Blue,Beige,At least 1 accident or damage reported,Yes,37000,275.0,2.7,6.0,21.71645569620253,7.0
Ford,Explorer Platinum,2021,64957,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Black,Light Slate,None reported,Yes,39979,333.1202482544608,3.0,6.0,24.0,10.0
RAM,1500 Laramie,2022,12940,Gasoline,5.7L V8 16V MPFI OHV,Bright White Clearcoat,Black,At least 1 accident or damage reported,No,46999,333.1202482544608,5.7,8.0,16.0,8.0
INFINITI,QX60 Luxe,2019,51000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Black,At least 1 accident or damage reported,Yes,29000,295.0,3.5,6.0,21.71645569620253,7.0
Volkswagen,Jetta S,2010,99000,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Gray,Black,At least 1 accident or damage reported,Yes,6000,170.0,2.5,5.0,21.71645569620253,7.0
Kia,Sportage LX,2009,100730,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Gold,Gold,None reported,Yes,6975,173.0,2.7,6.0,21.71645569620253,7.0
Chevrolet,Corvette Base,1998,7666,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Red,Black,None reported,Yes,39500,340.0,5.7,8.0,21.71645569620253,4.0
